Unnamed: 0,Port(s),Protocol,Service,Details,Source
1,1645,udp,RADIUS,"RADIUS (Remote Authentication Dial-In User Service,RFC 2865andRFC 2866) is a freely available distributed security system developed by Lucent Technologies InterNetworking Systems. Lucent has worked with the IETF (Internet Engineering Task Force) to define RADIUS as an interoperable method for distributed security on the Internet. RADIUS was designed based on a previous recommendation from the IETF's Network Access Server Working Requirements Group.Uses UDP ports 1645 & 1646, or 1812 & 1813.A vulnerability has been reported in Cisco Secure Access Control Server, which can be exploited by malicious people to compromise a vulnerable system. The vulnerability is caused due to an error when parsing EAP-FAST user identities and can be exploited to execute arbitrary commands via specially crafted packets sent to UDP port 1645 or 1812.References: [CVE-2013-3466], [SECUNIA-54610]",SG
2,1645,"tcp,udp",,"radius, RADIUS authentication protocol (default for Cisco and Juniper Networks RADIUS servers) (unofficial)",Wikipedia
3,1645,"tcp,udp",datametrics,datametrics,SANS
4,1645,udp,radius,radius authentication,SANS
5,1645,udp,radius,radius authentication,Nmap
6,1645,"tcp,udp",,"Remote Authentication Dial In User Service (RADIUS) RADIUS, or Remote Authentication Dial-In User service, is a freely available distributed security system developed by Lucent Technologies InterNetworking Systems. Lucent has worked with the Internet Engineering Task Force (IETF) to define RADIUS as an interoperable method for distributed security on the Internet. RADIUS was designed based on a previous recommendation from the IETF's Network Access Server Working Requirements Group.",Bekkoame
7,1645,"tcp,udp",sightline,SightLine,IANA
1,1646,udp,RADIUS,"RADIUS (Remote Authentication Dial-In User Service,RFC 2865andRFC 2866) is a freely available distributed security system developed by Lucent Technologies InterNetworking Systems. Lucent has worked with the IETF (Internet Engineering Task Force) to define RADIUS as an interoperable method for distributed security on the Internet. RADIUS was designed based on a previous recommendation from the IETF's Network Access Server Working Requirements Group.Uses UDP ports 1645 & 1646, or 1812 & 1813.",SG
2,1646,"tcp,udp",,"radacct, RADIUS accounting protocol (default for Cisco and Juniper Networks RADIUS servers) (unofficial)",Wikipedia
3,1646,udp,radacct,radius accounting,SANS
4,1646,udp,radacct,radius accounting,Nmap
5,1646,udp,,"Remote Authentication Dial In User Service (RADIUS) RADIUS accounting consists of an accounting server and accounting clients (Lucent (formerly Livingston Enterprises)PortMaster products). RADIUS accounting starts automatically when the RADIUS server starts. On a UNIX host, the radiusd accounting daemon is a child process of the radiusd authentication daemon. The RADIUS accounting server uses the User Datagram Protocol (UDP), and listens for UDP packets at port 1646 by default.",Bekkoame
6,1646,"tcp,udp",sa-msg-port,sa-msg-port,IANA
1,1647,"tcp,udp",rsap,rsap,IANA
1,1648,"tcp,udp",concurrent-lm,concurrent-lm,IANA
1,1649,tcp,applications,IP Failover,SG
2,1649,"tcp,udp",kermit,kermit,IANA
1,1650,"tcp,udp",nkd,,SANS
2,1650,"tcp,udp",nkd,nkd,Nmap
3,1650,tcp,nkd,nkdn,IANA
4,1650,udp,nkd,nkd,IANA
1,1651,tcp,shiva-confsrvr,"""shiva_confsrvr",IANA
2,1651,"tcp,udp",shiva_confsrvr,shiva_confsrvr,IANA
3,1651,udp,shiva-confsrvr,"""shiva_confsrvr",IANA
1,1652,"tcp,udp",xnmp,xnmp,IANA
1,1653,"tcp,udp",alphatech-lm,alphatech-lm,IANA
1,1654,"tcp,udp",stargatealerts,stargatealerts,IANA
1,1655,"tcp,udp",dec-mbadmin,dec-mbadmin,IANA
1,1656,"tcp,udp",dec-mbadmin-h,dec-mbadmin-h,IANA
1,1657,"tcp,udp",fujitsu-mmpdc,fujitsu-mmpdc,IANA
1,1658,"tcp,udp",sixnetudr,"sixnetudr, modified: 2014-05-21",IANA
1,1659,"tcp,udp",sg-lm,Silicon Grail License Manager,IANA
1,1660,"tcp,udp",skip-mc-gikreq,skip-mc-gikreq,IANA
1,1661,"tcp,udp",netview-aix-1,netview-aix-1,SG
2,1661,"tcp,udp",netview-aix-1,netview-aix-1,IANA
1,1662,"tcp,udp",netview-aix-2,netview-aix-2,SG
2,1662,"tcp,udp",netview-aix-2,netview-aix-2,IANA
1,1663,"tcp,udp",netview-aix-3,netview-aix-3,SG
2,1663,"tcp,udp",netview-aix-3,netview-aix-3,IANA
1,1664,"tcp,udp",netview-aix-4,netview-aix-4,SG
2,1664,"tcp,udp",netview-aix-4,netview-aix-4,IANA
1,1665,"tcp,udp",netview-aix-5,netview-aix-5,SG
2,1665,udp,netview-aix-5,netview-aix-5,Nmap
3,1665,"tcp,udp",netview-aix-5,netview-aix-5,IANA
1,1666,"tcp,udp",netview-aix-6,Perforce uses port 1666 (TCP).IANA registered for: netview-aix-6.,SG
2,1666,"tcp,udp",netview-aix-6,netview-aix-6,IANA
1,1667,"tcp,udp",netview-aix-7,netview-aix-7,SG
2,1667,"tcp,udp",netview-aix-7,netview-aix-7,IANA
1,1668,"tcp,udp",netview-aix-8,netview-aix-8,SG
2,1668,"tcp,udp",netview-aix-8,netview-aix-8,IANA
1,1669,"tcp,udp",netview-aix-9,netview-aix-9,SG
2,1669,udp,netview-aix-9,netview-aix-9,Nmap
3,1669,"tcp,udp",netview-aix-9,netview-aix-9,IANA
1,1670,"tcp,udp",netview-aix-10,netview-aix-10,SG
2,1670,"tcp,udp",netview-aix-10,netview-aix-10,IANA
1,1671,"tcp,udp",netview-aix-11,netview-aix-11,SG
2,1671,"tcp,udp",netview-aix-11,netview-aix-11,IANA
1,1672,"tcp,udp",netview-aix-12,netview-aix-12,SG
2,1672,"tcp,udp",netview-aix-12,netview-aix-12,IANA
1,1673,"tcp,udp",games,TOCA Race Driver 2,SG
2,"1673,10975",udp,applications,TOCA RACE DRIVER 2,Portforward
3,1673,"tcp,udp",proshare-mc-1,Intel Proshare Multicast,IANA
1,1674,"tcp,udp",proshare-mc-2,Intel Proshare Multicast,IANA
1,1675,"tcp,udp",pdp,Pacific Data Products,IANA
1,1676,tcp,netcomm1,netcomm1,IANA
2,1676,udp,netcomm2,netcomm2,IANA
1,1677,"tcp,udp",applications,Novell GroupWise clients in client/server access mode,SG
2,1677,"tcp,udp",,Novell GroupWise clients in client/server access mode (official),Wikipedia
3,1677,"tcp,udp",groupwise,groupwise,IANA
1,1678,"tcp,udp",prolink,prolink,IANA
1,1679,"tcp,udp",darcorp-lm,darcorp-lm,IANA
1,1680,tcp,carboncopy,CarbonCopy,SG
2,1680,tcp,carboncopy,Carbon Copy,SANS
3,1680,tcp,applications,Carbon Copy 32 (can also use ports 1023-1680 udp),Portforward
4,1680,tcp,CarbonCopy,CarbonCopy,Nmap
5,1680,"tcp,udp",threat,Carbon Copy v5.0 Carbon Copy is a remote control and file transfer software package that available for use under the Microsoft Windows Environment.,Bekkoame
6,1680,"tcp,udp",microcom-sbp,microcom-sbp,IANA
1,1681,tcp,sd-elmd,Elipse E3 3.x and earlier allows remote attackers to cause a denial of service (application crash and plant outage) via a rapid series of HTTP requests to index.html on TCP port 1681.References: [CVE-2014-8652]IANA registered for: sd-elmd (TCP/UDP),SG
2,1681,"tcp,udp",sd-elmd,sd-elmd,IANA
1,1682,"tcp,udp",lanyon-lantern,lanyon-lantern,IANA
1,1683,"tcp,udp",ncpm-hip,ncpm-hip,IANA
1,1684,"tcp,udp",snaresecure,SnareSecure,IANA
1,1685,"tcp,udp",n2nremote,n2nremote,IANA
1,1686,"tcp,udp",cvmon,cvmon,IANA
1,1687,"tcp,udp",nsjtp-ctrl,IANA registered for: nsjtp-ctrlNSJTP stands for HP's Network ScanJet Transfer Protocol,SG
2,1687,"tcp,udp",nsjtp-ctrl,nsjtp-ctrl,IANA
1,1688,"tcp,udp",nsjtp-data,Port 1688 TCP is commonly used for Microsoft's KMS Traffic.nsjtp-data (IANA official) - HP's Network ScanJet Transfer Protocol.,SG
2,1688,"tcp,udp",nsjtp-data,nsjtp-data,IANA
1,1689,"tcp,udp",firefox,firefox,IANA
1,1690,"tcp,udp",ng-umds,ng-umds,IANA
1,1691,"tcp,udp",empire-empuma,empire-empuma,IANA
1,1692,"tcp,udp",sstsys-lm,sstsys-lm,IANA
1,1693,"tcp,udp",rrirtr,rrirtr,IANA
1,1694,"tcp,udp",rrimwm,rrimwm,IANA
1,1695,"tcp,udp",rrilwm,rrilwm,IANA
1,1696,"tcp,udp",rrifmm,rrifmm,IANA
1,1697,"tcp,udp",rrisat,rrisat,IANA
1,1698,udp,rsvp-encap-1,"A vulnerability has been reported in Cisco IOS and IOS XE, that can cause a DoS (Denial of Service). The vulnerability is caused due to an error when handling RSVP packets, which can be exploited to cause a reload of the device by sending a specially crafted RSVP packet to UDP port 1698.References: [CVE-2014-3354] [SECUNIA-59563]RSVP-ENCAPSULATION-1 (IANA official)",SG
2,1698,tcp,malware,"Backdoor.Win32.Wollf.a / Weak Hardcoded Password - the malware listens on TCP port 1698 and runs with SYSTEM integrity. Authentication is required for remote user access. However, the password ""23706373"" is weak and hardcoded within the executable. The malware is packed with UPX and exposes the cleartext all numeric credentials when decompressed.References: [MVID-2021-0404]",SG
3,1698,"tcp,udp",rsvp-encap-1,RSVP-ENCAPSULATION-1,IANA
1,1699,"tcp,udp",rsvp-encap-2,RSVP-ENCAPSULATION-2,IANA
1,1700,tcp,,"Fortinet FortiGate uses the following ports (in addition to standard ports 53, 80, 443):514 tcp - FortiAP logging and reporting541 tcp, 542 tcp - FortiGuard management703 tcp/udp. 730 udp - FortiGate heartbeat1000 tcp, 1003 tcp - policy override keepalive1700 tcp - FortiAuthenticator RADIUS disconnect5246 udp - FortiAP-S event logs8000, 8001 tcp - FortiClient SSO mobility agent8008, 8010 tcp - policy override authentication8013 tcp - FortiClient v.5.48014 tcp - Forticlient v.68890 tcp - AV/IPS updates, management, firmware9443 udp - AV/IPS9582 tcp - FortiGuard Cloud App DB (flow.fortinet.net)Rux.Ticktrojan horse",SG
2,1700,udp,applications,Cisco RADIUS Change of Authorization for TrustSec,SG
3,1700,tcp,mps-raft,mps-raft,Nmap
4,1700,"tcp,udp",threat,NetHasp,Bekkoame
5,1700,"tcp,udp",threat,Udps,Bekkoame
6,1700,"tcp,udp",mps-raft,mps-raft,IANA
1,1701,tcp,vpn,"L2TP VPN (Virtual Private Networking)See also:port 500/udp (IPSec IKE)port 1723/tcp (PPTP)Unknown vulnerability in the HSQLDB component in JBoss 3.2.1 and 3.0.8 on Java 1.4.x platforms, when running in the default configuration, allows remote attackers to conduct unauthorized activities and possibly execute arbitrary code via certain SQL statements to TCP port 1701 in JBoss 3.2.1, and port 1476 in JBoss 3.0.8.References: [CVE-2003-0845], [BID-8773]",SG
2,1701,udp,l2tp,"Mac OS X Server VPN serviceThe L2TP protocol parser in tcpdump 3.8.1 and earlier allows remote attackers to cause a denial of service (infinite loop and memory consumption) via a packet with invalid data to UDP port 1701, which causes l2tp_avp_print to use a bad length value when calling print_octets.References: [CVE-2003-1029], [BID-9263], [EDB-23452]",SG
3,1701,udp,,Layer 2 Forwarding Protocol (L2F) & Layer 2 Tunneling Protocol (L2TP) (official),Wikipedia
4,1701,udp,L2TP,L2TP,Nmap
5,1701,"tcp,udp",l2f,l2f,IANA
6,1701,"tcp,udp",l2tp,l2tp,IANA
1,1702,"tcp,udp",deskshare,deskshare,IANA
1,1703,tcp,trojan,Exploiter,SG
2,1703,tcp,trojan,[trojan] Exploiter,Trojans
3,1703,tcp,Exploiter,[trojan] Exploiter,SANS
4,1703,"tcp,udp",hb-engine,hb-engine,IANA
1,1704,"tcp,udp",bcs-broker,bcs-broker,IANA
1,1705,"tcp,udp",slingshot,slingshot,IANA
1,1706,"tcp,udp",jetform,jetform,IANA
1,1707,"tcp,udp",applications,"Windward StudiosRomtoc Packet Protocol (L2F) & Layer 2 Tunneling Protocol (L2TP) also use this port (TCP)SalesLogix 6.1 does not verify if a user is authenticated before performing sensitive operations, which could allow remote attackers to execute arbitrary SLX commands on the server or spoof the server via a man-in-the-middle (MITM) attack, or obtain the database password via a GetConnection request to TCP port 1707.References: [CVE-2004-1611], [BID-11450]",SG
2,1707,"tcp,udp",vdmplay,vdmplay,IANA
1,1708,"tcp,udp",gat-lmd,gat-lmd,IANA
1,1709,"tcp,udp",centra,centra,IANA
1,1710,"tcp,udp",impera,impera,IANA
1,1711,tcp,trojan,yoyo trojan,SG
2,1711,tcp,trojan,yoyo,Trojans
3,1711,"tcp,udp",pptconference,pptconference,IANA
1,1712,"tcp,udp",registrar,resource monitoring service,IANA
1,1713,"tcp,udp",conferencetalk,ConferenceTalk,IANA
1,1714,"tcp,udp",sesi-lm,sesi-lm,IANA
1,1715,"tcp,udp",houdini-lm,houdini-lm,IANA
1,1716,udp,games,"America's ArmyMultiple buffer overflows in the logging function in the Unreal engine, as used by America's Army and America's Army Special Forces 2.8.2 and earlier, when Punkbuster (PB) is enabled, allow remote attackers to cause a denial of service (daemon crash) via a long PB_Y packet to the YPG server on UDP port 1716 or PB_U packet to UCON on UDP port 1716.References: [CVE-2007-5249]Port is also IANA registered for xmsg.",SG
2,1716,tcp,,America's Army Massively multiplayer online role-playing game (MMORPG) (unofficial),Wikipedia
3,"1716-1718,8777,27900",udp,applications,Americas Army,Portforward
4,1716,"tcp,udp",xmsg,xmsg,IANA
1,1717,udp,games,America's Army,SG
2,1717,tcp,fj-hdnet,fj-hdnet,Nmap
3,1717,udp,convoy,Convoy MSCS Windows Load Balancing Service,Neophasis
4,1717,"tcp,udp",threat,Microsoft Convoy,Bekkoame
5,1717,"tcp,udp",fj-hdnet,fj-hdnet,IANA
1,1718,tcp,applications,"McAfee E-Business Server could allow a remote attacker to execute arbitrary code on the system, caused by a vulnerability in the administration interface. By sending a malformed authentication packet to TCP port 1718, a remote attacker could exploit this vulnerability to cause the application to crash or execute arbitrary code with SYSTEM privileges.References: [CVE-2008-0127], [BID-27197]H.323 Multicast Gatekeeper Discover (IANA official)",SG
2,1718,udp,games,America's ArmyH.323 Multicast Gatekeeper Discover (IANA official),SG
3,"1716-1718,8777,27900",udp,applications,Americas Army,Portforward
4,1718-1720,tcp,applications,H.323 GateKeeper,Portforward
5,1718,udp,h225gatedisc,H.225 gatekeeper discovery,Nmap
6,1718,"tcp,udp",h323gatedisc,"H.323 Multicast Gatekeeper Discover, modified: 2013-01-31",IANA
1,1719,tcp,applications,H.323 Unicast Gatekeeper Signaling (IANA official),SG
2,1719,udp,h323gatestat,H.323 Gatestat,Nmap
3,1719,"tcp,udp",h323gatestat,"H.323 Unicast Gatekeeper Signaling, modified: 2013-01-31",IANA
4,1718-1720,tcp,applications,H.323 GateKeeper,Portforward
1,1720,tcp,h323,"Port most commonly used by Microsoft NetMeeting.H.323 used for voice-over IP call set-up (H.323 Call Control Signalling, IANA official).IPContact also uses port 1720 (TCP/UDP)Unspecified vulnerability in the NAT implementation in Cisco IOS 12.1 through 12.4 and 15.0 through 15.1, and IOS XE 3.1.xSG, allows remote attackers to cause a denial of service (device reload) by sending crafted H.323 packets to TCP port 1720, aka Bug ID CSCth11006.References: [CVE-2011-3277], [BID-49822]innovaphone is vulnerable to a denial of service. By sending random data to its H.323 network service on the TCP port 1720, a remote attacker could exploit this vulnerability to cause the system to reboot.References: [XFDB-111292]An out-of-bounds memory write flaw was found in how the Linux kernel’s Voice Over IP H.323 connection tracking functionality handled connections on ipv6 port 1720. This flaw allows an unauthenticated remote user to crash the system, causing a denial of service. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.References: [CVE-2020-14305]",SG
2,"1503, 1720, 5222, 5223, 7640, 7642, 7648, 7649",tcp,applications,CUseeMe-CUworld,Portforward
3,1720,tcp,applications,H.323 Call Setup,Portforward
4,1718-1720,tcp,applications,H.323 GateKeeper,Portforward
5,"1720,15328-15333",tcp,applications,I2Eye DVC-1000-DVC-1100,Portforward
6,"1720,2500,5901,1766-1767",tcp,applications,IPContact,Portforward
7,"522,389,1503,1720,1731",tcp,applications,NetMeeting 2.0 through 3.01 (can also use ports 1024-65535 udp),Portforward
8,"1720,5060",tcp,applications,Polycom ViaVideo H.323,Portforward
9,1720,tcp,H.323/Q.931,Interactive media,Nmap
10,1720,"tcp,udp",h323hostcall,"H.323 Call Control Signalling, modified: 2013-01-31",IANA
11,1720,sctp,h323hostcall,"H.323 Call Control, registered 2014-07-30",IANA
1,1721,"tcp,udp",caicci,caicci,IANA
1,1722,"tcp,udp",hks-lm,HKS License Manager,IANA
1,1723,"tcp,udp",PPTP,"PPTP VPN (Point-to-Point Tunneling Protocol  Virtual Private Networking).PPTP has a number of known vulnerabilities. It is no longer considered secure, as cracking the initial MS-CHAPv2 authentication can be reduced to the difficulty of cracking a single DES 56-bit key, which can be brute-forced in a short period of time. It is prone to MITM (man in the middle) attacks, where an attacker can capture the handshake and do an offline attack to derive the RC4 key and decrypt the traffic. PPTP is also vulnerable to bit-flipping attacks, i.e. an attacker can modify PPTP packets without possibility of detection. OpenVPN with AES encryption is a much more secure choice.See also:port 500/udp (IPSec IKE)port 1701/tcp (L2TP)port 1194/udp (OpenVPN)QNAP NAS uses port 1723/TCP for PPTP VPN. It can also use 1194/UDP (OpenVPN), and a number of other ports, as follows: 80,8081/TCP (web server), 443,8080/TCP (web admin), 20,21,22/TCP (FTP/SSH), 13131/TCP (telnet), 873,8899/TCP (remote replication), 20001/UDP (CloudLink - optional, only required for access without manual port forwarding)Mac OS X Server VPN service also uses port 1723 (TCP).The Siemens Gigaset SE361 WLAN router allows remote attackers to cause a denial of service (device reboot) via a flood of crafted TCP packets to port 1723.References: [CVE-2009-3322] [BID-36366]SMC Networks Barricade Wireless Cable/DSL Broadband Router SMC7004VWBR allows remote attackers to cause a denial of service via certain packets to PPTP port 1723 on the internal interface.References: [CVE-2003-0419]The PPTP implementation in Cisco IOS 12.2 and 15.0 through 15.3, when NAT is used, allows remote attackers to cause a denial of service (device reload) via crafted TCP port-1723 packets, aka Bug ID CSCtq14817.References: [CVE-2013-5481]",SG
2,1723,"tcp,udp",,Microsoft Point-to-Point Tunneling Protocol (PPTP) (official),Wikipedia
3,1723,tcp,pptp,Point-to-point tunnelling protocol,SANS
4,1723,udp,pptp,pptp,SANS
5,1723,tcp,applications,Point-to-Point Tunneling Protocol,Portforward
6,1723,tcp,pptp,Point-to-point tunnelling protocol,Nmap
7,1723,"tcp,udp",pptp,pptp,IANA
1,1724,"tcp,udp",csbphonemaster,csbphonemaster,IANA
1,1725,"tcp,udp",iden-ralp,Valve Steam Client uses port 1725 (UDP)IANA registered for: iden-ralp,SG
2,1725,udp,,Valve Steam Client (unofficial),Wikipedia
3,1725,"tcp,udp",iden-ralp,iden-ralp,IANA
1,1726,tcp,applications,Air Cam Live,SG
2,1726,"tcp,udp",iberiagames,IBERIAGAMES,IANA
1,1727,"tcp,udp",winddx,winddx,IANA
1,1728,tcp,applications,Air TV,SG
2,1728,"tcp,udp",telindus,TELINDUS,IANA
1,1729,"tcp,udp",applications,OKWin uses ports 1729-1735,SG
2,1729-1735,tcp,applications,OKWin,Portforward
3,1729,"tcp,udp",citynl,CityNL License Management,IANA
1,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
2,1730,"tcp,udp",roketz,roketz,IANA
3,1729-1735,tcp,applications,OKWin,Portforward
1,"522,389,1503,1720,1731",tcp,applications,NetMeeting 2.0 through 3.01 (can also use ports 1024-65535 udp),Portforward
2,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
3,1731,"tcp,udp",msiccp,MSICCP,IANA
4,1729-1735,tcp,applications,OKWin,Portforward
1,"1023, 1502, 1503, 1504, 1730, 1731, 1732, 65534",tcp,applications,NetMeeting with H323,Portforward
2,1732,"tcp,udp",proxim,proxim,IANA
3,1729-1735,tcp,applications,OKWin,Portforward
1,1733,"tcp,udp",siipat,SIMS - SIIPAT Protocol for Alarm Transmission,IANA
2,1729-1735,tcp,applications,OKWin,Portforward
1,1734,"tcp,udp",applications,IPContact uses ports 1734-1767,SG
2,1734-1765,udp,applications,IPContact,Portforward
3,1734,"tcp,udp",cambertx-lm,Camber Corporation License Management,IANA
4,1729-1735,tcp,applications,OKWin,Portforward
1,1735,"tcp,udp",applications,OKWin uses ports 1729-1735,SG
2,1729-1735,tcp,applications,OKWin,Portforward
